Job Title,Salary Estimate,Job Description,Location,Company Name,Rating
Data Engineer,$83K-$154K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_585,3.8
Senior Data Engineer,$84K-$164K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_586,3.9
Data Engineer,$117K-$179K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_587,4.4
Data Engineer,$90K-$131K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_588,4.3
Data Engineer,$100K-$153K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_589,4.6
Senior Data Engineer,$105K-$177K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_590,3.6
Senior Data Engineer,$112K-$150K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_591,3.7
Data Engineer,$126K-$147K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_592,4.3
Lead Data Engineer,$127K-$151K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_593,4.6
Lead Data Engineer,$109K-$144K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_594,4.3
Data Engineer,$95K-$163K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_595,3.9
Lead Data Engineer,$118K-$135K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_596,4.4
Data Engineer,$87K-$152K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_597,3.9
Senior Data Engineer,$104K-$176K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_598,4.0
Data Engineer,$114K-$175K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_599,4.7
Data Engineer,$118K-$138K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_600,3.6
Lead Data Engineer,$97K-$162K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_601,4.4
Lead Data Engineer,$106K-$163K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_602,4.1
Data Engineer,$87K-$164K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_603,4.8
Senior Data Engineer,$99K-$178K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_604,4.0
Senior Data Engineer,$105K-$167K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_605,3.7
Data Engineer,$98K-$175K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_606,4.6
Lead Data Engineer,$88K-$157K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_607,4.8
Lead Data Engineer,$88K-$148K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_608,4.1
Senior Data Engineer,$115K-$169K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_609,3.8
Data Engineer,$104K-$143K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_610,3.6
Data Engineer,$93K-$159K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_611,3.6
Senior Data Engineer,$120K-$175K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_612,4.7
Lead Data Engineer,$95K-$158K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_613,4.5
Senior Data Engineer,$91K-$164K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_614,4.8
Senior Data Engineer,$100K-$150K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_615,3.8
Data Engineer,$82K-$173K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_616,4.5
Data Engineer,$88K-$133K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_617,4.6
Data Engineer,$87K-$174K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_618,4.1
Senior Data Engineer,$91K-$175K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_619,3.7
Lead Data Engineer,$105K-$158K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_620,4.3
Lead Data Engineer,$117K-$149K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_621,4.4
Lead Data Engineer,$86K-$157K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_622,4.5
Lead Data Engineer,$101K-$173K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_623,3.9
Lead Data Engineer,$120K-$130K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_624,4.0
Senior Data Engineer,$104K-$147K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_625,3.6
Senior Data Engineer,$105K-$156K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_626,3.9
Data Engineer,$108K-$174K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_627,4.3
Senior Data Engineer,$114K-$177K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_628,4.1
Data Engineer,$92K-$167K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_629,3.5
Senior Data Engineer,$87K-$172K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_630,3.9
Data Engineer,$128K-$171K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_631,3.6
Data Engineer,$88K-$153K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_632,3.9
Data Engineer,$103K-$150K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_633,4.6
Lead Data Engineer,$120K-$168K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_634,4.4
Senior Data Engineer,$98K-$140K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_635,4.7
Data Engineer,$80K-$169K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_636,4.0
Data Engineer,$124K-$141K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_637,3.9
Data Engineer,$105K-$168K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_638,4.4
Data Engineer,$106K-$175K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_639,4.4
Lead Data Engineer,$102K-$178K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_640,4.6
Senior Data Engineer,$81K-$133K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_641,4.5
Senior Data Engineer,$116K-$148K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_642,4.0
Data Engineer,$112K-$141K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_643,3.9
Data Engineer,$118K-$131K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_644,4.3
Senior Data Engineer,$81K-$140K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_645,3.5
Senior Data Engineer,$88K-$168K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_646,4.4
Lead Data Engineer,$81K-$158K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_647,4.6
Senior Data Engineer,$119K-$131K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_648,4.4
Lead Data Engineer,$122K-$130K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_649,4.3
Senior Data Engineer,$116K-$150K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_650,4.2
Lead Data Engineer,$104K-$152K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_651,3.6
Data Engineer,$122K-$147K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_652,3.6
Data Engineer,$117K-$159K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_653,4.0
Lead Data Engineer,$107K-$173K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_654,4.5
Lead Data Engineer,$119K-$140K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_655,4.0
Senior Data Engineer,$115K-$162K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_656,4.2
Data Engineer,$86K-$133K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_657,4.7
Data Engineer,$126K-$149K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_658,3.5
Senior Data Engineer,$107K-$164K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_659,4.0
Lead Data Engineer,$90K-$178K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_660,4.4
Data Engineer,$87K-$163K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_661,4.1
Data Engineer,$124K-$179K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_662,3.8
Lead Data Engineer,$82K-$140K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_663,4.0
Lead Data Engineer,$125K-$172K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_664,3.7
Senior Data Engineer,$85K-$144K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_665,3.9
Data Engineer,$116K-$171K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_666,4.1
Senior Data Engineer,$83K-$147K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_667,4.8
Data Engineer,$126K-$146K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_668,4.8
Senior Data Engineer,$83K-$134K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_669,4.1
Data Engineer,$113K-$174K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_670,3.8
Lead Data Engineer,$82K-$171K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_671,3.8
Lead Data Engineer,$128K-$150K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_672,4.4
Data Engineer,$123K-$140K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_673,4.2
Data Engineer,$107K-$153K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_674,4.1
Lead Data Engineer,$113K-$140K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_675,4.5
Lead Data Engineer,$97K-$169K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_676,4.2
Senior Data Engineer,$98K-$166K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_677,4.0
Data Engineer,$96K-$166K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_678,3.8
Lead Data Engineer,$113K-$140K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_679,4.2
Senior Data Engineer,$100K-$140K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_680,3.7
Data Engineer,$99K-$170K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_681,3.5
Senior Data Engineer,$96K-$148K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_682,4.8
Senior Data Engineer,$115K-$167K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_683,3.8
Lead Data Engineer,$94K-$156K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_684,4.7
Lead Data Engineer,$129K-$146K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_685,4.7
Lead Data Engineer,$97K-$157K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_686,4.3
Lead Data Engineer,$83K-$136K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_687,4.1
Lead Data Engineer,$88K-$137K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_688,4.1
Data Engineer,$112K-$161K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_689,3.9
Lead Data Engineer,$84K-$142K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_690,4.3
Lead Data Engineer,$95K-$179K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_691,4.4
Lead Data Engineer,$82K-$139K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_692,4.3
Data Engineer,$95K-$141K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_693,3.9
Lead Data Engineer,$109K-$159K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_694,4.8
Senior Data Engineer,$87K-$155K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_695,3.6
Senior Data Engineer,$86K-$132K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_696,3.9
Data Engineer,$80K-$144K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_697,3.5
Data Engineer,$88K-$130K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_698,4.3
Lead Data Engineer,$88K-$163K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_699,3.9
Senior Data Engineer,$110K-$167K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_700,4.0
Lead Data Engineer,$93K-$142K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_701,4.4
Data Engineer,$98K-$167K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_702,3.6
Lead Data Engineer,$113K-$171K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_703,3.6
Senior Data Engineer,$105K-$142K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_704,3.8
Senior Data Engineer,$118K-$132K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_705,4.7
Senior Data Engineer,$106K-$158K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_706,4.1
Data Engineer,$96K-$170K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_707,4.8
Data Engineer,$98K-$148K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_708,4.5
Lead Data Engineer,$96K-$152K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_709,4.1
Senior Data Engineer,$99K-$161K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_710,3.8
Senior Data Engineer,$103K-$144K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_711,4.2
Data Engineer,$102K-$137K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_712,4.0
Lead Data Engineer,$93K-$163K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_713,4.6
Lead Data Engineer,$90K-$170K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_714,3.9
Lead Data Engineer,$128K-$158K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_715,4.4
Senior Data Engineer,$117K-$146K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_716,4.3
Data Engineer,$85K-$134K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_717,3.6
Lead Data Engineer,$80K-$172K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_718,4.2
Senior Data Engineer,$123K-$133K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_719,4.7
Data Engineer,$98K-$178K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_720,4.0
Lead Data Engineer,$116K-$146K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_721,3.6
Data Engineer,$112K-$156K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_722,4.4
Senior Data Engineer,$126K-$152K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_723,4.4
Data Engineer,$116K-$162K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_724,4.7
Lead Data Engineer,$104K-$159K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_725,3.6
Lead Data Engineer,$98K-$141K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_726,3.6
Data Engineer,$127K-$168K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_727,4.1
Senior Data Engineer,$93K-$164K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_728,3.6
Data Engineer,$92K-$147K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_729,4.6
Lead Data Engineer,$81K-$145K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_730,4.4
Lead Data Engineer,$101K-$162K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_731,4.5
Data Engineer,$113K-$138K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_732,3.7
Lead Data Engineer,$107K-$135K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_733,4.4
Senior Data Engineer,$80K-$165K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_734,3.9
Lead Data Engineer,$92K-$178K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_735,4.5
Data Engineer,$123K-$176K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_736,4.4
Data Engineer,$116K-$167K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_737,3.5
Senior Data Engineer,$89K-$164K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_738,4.5
Senior Data Engineer,$96K-$141K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_739,3.8
Data Engineer,$122K-$154K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_740,4.2
Senior Data Engineer,$80K-$149K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_741,4.5
Lead Data Engineer,$96K-$169K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_742,4.6
Senior Data Engineer,$121K-$176K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_743,4.0
Data Engineer,$85K-$136K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_744,3.9
Lead Data Engineer,$86K-$141K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_745,4.4
Data Engineer,$86K-$165K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_746,4.4
Lead Data Engineer,$87K-$162K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_747,4.5
Data Engineer,$101K-$133K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_748,4.4
Data Engineer,$113K-$163K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_749,4.5
Lead Data Engineer,$123K-$155K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_750,4.8
Lead Data Engineer,$84K-$161K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_751,4.3
Senior Data Engineer,$120K-$146K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_752,4.4
Lead Data Engineer,$121K-$155K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_753,4.5
Data Engineer,$98K-$140K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_754,4.6
Lead Data Engineer,$110K-$157K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_755,3.8
Data Engineer,$126K-$167K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_756,4.1
Lead Data Engineer,$110K-$170K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_757,3.6
Data Engineer,$129K-$134K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_758,4.1
Senior Data Engineer,$112K-$179K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_759,4.2
Lead Data Engineer,$111K-$150K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_760,3.6
Senior Data Engineer,$101K-$147K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_761,4.2
Data Engineer,$110K-$159K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_762,3.7
Data Engineer,$87K-$173K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_763,3.6
Data Engineer,$96K-$177K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_764,4.5
Lead Data Engineer,$110K-$157K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_765,3.6
Lead Data Engineer,$127K-$155K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_766,4.2
Lead Data Engineer,$116K-$154K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_767,4.3
Lead Data Engineer,$117K-$147K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_768,3.5
Lead Data Engineer,$108K-$163K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_769,4.7
Data Engineer,$95K-$131K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_770,4.5
Data Engineer,$121K-$137K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_771,4.4
Lead Data Engineer,$109K-$130K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_772,4.4
Lead Data Engineer,$99K-$153K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_773,4.5
Senior Data Engineer,$123K-$138K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_774,3.5
Data Engineer,$107K-$157K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_775,4.5
Data Engineer,$103K-$171K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_776,4.2
Lead Data Engineer,$101K-$166K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_777,3.5
Lead Data Engineer,$123K-$142K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_778,3.7
Data Engineer,$106K-$163K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_779,4.1
Data Engineer,$108K-$136K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_780,4.3
Data Engineer,$109K-$164K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_781,4.7
Lead Data Engineer,$105K-$143K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_782,4.5
Data Engineer,$99K-$156K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_783,4.4
Senior Data Engineer,$80K-$155K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_784,4.8
Lead Data Engineer,$89K-$140K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_785,3.6
Senior Data Engineer,$80K-$146K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_786,4.6
Data Engineer,$120K-$158K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_787,4.4
Lead Data Engineer,$100K-$164K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_788,4.6
Data Engineer,$86K-$176K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_789,4.7
Data Engineer,$100K-$143K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_790,4.1
Lead Data Engineer,$129K-$174K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_791,3.8
Lead Data Engineer,$127K-$168K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_792,3.8
Data Engineer,$106K-$133K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_793,4.7
Data Engineer,$80K-$132K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_794,4.6
Lead Data Engineer,$115K-$163K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_795,4.5
Senior Data Engineer,$83K-$132K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_796,4.6
Lead Data Engineer,$102K-$174K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_797,4.0
Data Engineer,$120K-$135K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_798,4.4
Lead Data Engineer,$118K-$167K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_799,3.9
Lead Data Engineer,$101K-$176K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_800,4.5
Lead Data Engineer,$120K-$134K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_801,4.0
Senior Data Engineer,$109K-$166K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_802,3.8
Lead Data Engineer,$93K-$177K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_803,4.8
Lead Data Engineer,$95K-$151K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_804,4.2
Data Engineer,$95K-$160K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_805,4.4
Lead Data Engineer,$113K-$138K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_806,4.7
Senior Data Engineer,$101K-$146K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_807,4.4
Data Engineer,$116K-$167K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_808,4.2
Data Engineer,$115K-$146K,Python SQL Spark AWS Kafka Airflow ETL experience required,"San Francisco, CA",Company_809,4.1
Senior Data Engineer,$119K-$144K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_810,4.1
Data Engineer,$126K-$152K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_811,4.4
Senior Data Engineer,$96K-$163K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_812,3.6
Data Engineer,$92K-$135K,Python SQL Spark AWS Kafka Airflow ETL experience required,"New York, NY",Company_813,4.4
Data Engineer,$82K-$146K,Python SQL Spark AWS Kafka Airflow ETL experience required,"Seattle, WA",Company_814,4.5
